2024-12-03T04:45:00.000Z,95986.02000000,96020.00000000,95986.01000000,95995.27000000,38.31274000
2024-12-03T04:50:00.000Z,95995.27000000,95995.27000000,95932.00000000,95947.39000000,37.90327000
2024-12-03T04:55:00.000Z,95947.39000000,95957.85000000,95900.00000000,95920.64000000,35.07511000
2024-12-03T05:00:00.000Z,95920.64000000,95946.15000000,95867.15000000,95946.14000000,50.81202000
2024-12-03T05:05:00.000Z,95946.14000000,95991.99000000,95946.14000000,95976.00000000,37.94167000
2024-12-03T05:10:00.000Z,95975.99000000,95976.00000000,95880.49000000,95911.26000000,38.09456000
2024-12-03T05:15:00.000Z,95911.26000000,95974.68000000,95848.36000000,95974.67000000,80.37418000
2024-12-03T05:20:00.000Z,95974.67000000,96028.00000000,95966.62000000,96028.00000000,27.69742000
2024-12-03T05:25:00.000Z,96028.00000000,96098.99000000,96023.99000000,96093.87000000,35.72953000
2024-12-03T05:30:00.000Z,96093.87000000,96120.00000000,96082.49000000,96097.58000000,61.86324000
2024-12-03T05:35:00.000Z,96097.59000000,96126.81000000,96063.06000000,96075.50000000,38.04609000
2024-12-03T05:40:00.000Z,96075.49000000,96108.77000000,96049.53000000,96057.06000000,28.05831000
2024-12-03T05:45:00.000Z,96057.07000000,96075.99000000,96004.03000000,96053.51000000,55.40767000
2024-12-03T05:50:00.000Z,96053.52000000,96083.70000000,96053.51000000,96083.69000000,28.89568000
2024-12-03T05:55:00.000Z,96083.70000000,96168.00000000,96074.87000000,96155.18000000,90.02198000
2024-12-03T06:00:00.000Z,96155.17000000,96206.35000000,96105.46000000,96133.24000000,62.40428000
2024-12-03T06:05:00.000Z,96133.24000000,96177.24000000,96065.67000000,96156.00000000,58.22000000
2024-12-03T06:10:00.000Z,96156.01000000,96185.84000000,96123.62000000,96146.50000000,46.94781000
2024-12-03T06:15:00.000Z,96146.51000000,96158.72000000,96097.76000000,96100.00000000,55.74465000
2024-12-03T06:20:00.000Z,96100.00000000,96238.10000000,96099.99000000,96238.09000000,70.26338000
2024-12-03T06:25:00.000Z,96238.09000000,96238.10000000,96199.99000000,96199.99000000,36.77579000
